lShoulderFB1,lShoulderUD1,lHipLR1,lHipFB1,rShoulderFB1,rShoulderUD1,rHipLR1,rHipFB1,lElb1,lKnee1,rElb1,rKnee1,lShoulderFB2,lShoulderUD2,lHipLR2,lHipFB2,rShoulderFB2,rShoulderUD2,rHipLR2,rHipFB2,lElb2,lKnee2,rElb2,rKnee2,lShoulderFB3,lShoulderUD3,lHipLR3,lHipFB3,rShoulderFB3,rShoulderUD3,rHipLR3,rHipFB3,lElb3,lKnee3,rElb3,rKnee3,GoodForm
2.165737199229237,0.9378406735168764,2.800386222181619,2.019469754436029,1.9958901279030823,0.8941382830409523,2.799816684580467,0.831050912488106,2.7865440032975486,2.8234993103107175,2.7043678931121344,2.791983772221583,2.887364866748027,0.6810746787801724,3.051698598575579,1.9738543013805052,2.946138261844945,0.3804215038334158,2.7290627476985336,1.1236297587783386,2.0640787366073576,2.9863456144665026,1.296233532512567,2.8155842813896137,2.1285279090370413,0.7945816307103181,2.8229900119084728,2.143577786156891,2.0677122013998828,0.747786657029325,2.820954001433092,0.8285421602559451,2.813977590149344,2.886130152089303,2.6645438062923725,2.7718159346231137,1
2.1285279090370413,0.7945816307103181,2.8229900119084728,2.143577786156891,2.0677122013998828,0.747786657029325,2.820954001433092,0.8285421602559451,2.813977590149344,2.886130152089303,2.6645438062923725,2.7718159346231137,2.6077719506742847,0.6994446465348544,2.9705968209453246,2.0101436904265766,2.992473228211954,0.4251661270175894,2.644353097369589,1.1087577711036012,2.1916558540301403,2.982631380025939,1.255424308387832,2.800346381974819,2.1168278266842293,0.8608614172882283,2.8264647852356206,2.0509548179831114,2.009130475703114,0.8310311693065424,2.825335642139656,0.8256664707387169,2.804836577829209,2.8296153480565094,2.7250610496264125,2.7866691549671834,1
2.1168278266842293,0.8608614172882283,2.8264647852356206,2.0509548179831114,2.009130475703114,0.8310311693065424,2.825335642139656,0.8256664707387169,2.804836577829209,2.8296153480565094,2.7250610496264125,2.7866691549671834,2.772552613480384,0.7248077952450603,3.0229016635494395,1.9623512774159346,2.8449813061482545,0.33874601122656756,2.709892209604771,1.0834689282445185,2.132954168734009,3.0239390350068382,1.226605890359349,2.840274641329435,2.1998922546710147,0.8505113464880185,2.8948310052761137,2.0460600430165297,2.024529395525627,0.7348471453379255,2.8993707743617065,0.838458447459684,2.792637763236943,2.8391056880177112,2.705048211161812,2.799429192609017,1
2.1312743286985762,0.8908194177652966,2.790090662677494,1.9997477912813684,1.950874000867569,0.6936251262307259,2.840682387204518,0.8780568812990526,2.7990480583210333,2.7706785317826803,2.6180682073505803,2.813802306906429,2.7624202851197914,0.5877161771172714,2.9433457728125023,2.0246928431943707,2.8374696254041742,0.38168812899264715,2.7025357889062076,1.0772248327886813,2.0604758365071287,3.1298769030252274,1.0964271052323227,2.871192611470076,2.159813302331962,0.871834550226748,2.855921658732224,1.9600547287027819,1.963189862990424,0.6329472267400496,2.887793925558666,0.9136699301247249,2.7743660471775353,2.7939259337542497,2.5869384072655968,2.833694725476386,1
2.159813302331962,0.871834550226748,2.855921658732224,1.9600547287027819,1.963189862990424,0.6329472267400496,2.887793925558666,0.9136699301247249,2.7743660471775353,2.7939259337542497,2.5869384072655968,2.833694725476386,2.8370376669090143,0.6196989086761847,2.9666421290859075,1.98411036598063,2.8866700621543115,0.4144984081195202,2.713027179729464,1.1553117637348866,2.0910586201938406,3.067630808586568,1.1541405145493373,2.847017834149717,2.0487303977882174,0.8302369001458276,2.7932111030252442,1.97895373676491,2.0728170439337523,0.765121931188129,2.800885980249572,0.8897564184109696,2.785435352622443,2.7998146762153056,2.5485804349721306,2.7929008328718608,1
2.0487303977882174,0.8302369001458276,2.7932111030252442,1.97895373676491,2.0728170439337523,0.765121931188129,2.800885980249572,0.8897564184109696,2.785435352622443,2.7998146762153056,2.5485804349721306,2.7929008328718608,2.8030543273701944,0.6004609515428369,3.001125944386668,2.122075926070195,2.8453990338789645,0.48316850443117965,2.7517558852768564,1.117604384919097,2.1256028805868663,3.1363472160259667,0.9845102790806551,2.8720154989977074,2.0538548050889545,0.8141760861704284,2.8158777262872756,2.00386507022624,2.0399988869252987,0.7483056539808624,2.8212360566871317,0.8808802187847772,2.8374101872717654,2.810645370665825,2.58988432113709,2.7986099417001995,1
2.0538548050889545,0.8141760861704284,2.8158777262872756,2.00386507022624,2.0399988869252987,0.7483056539808624,2.8212360566871317,0.8808802187847772,2.8374101872717654,2.810645370665825,2.58988432113709,2.7986099417001995,2.5333725651487553,0.6603452611713875,2.893416166686058,2.118535021187872,2.8636457302781673,0.43279883668021074,2.636511418199879,1.0830519879719445,2.1881952599525567,3.0809192216220405,1.0638709340128725,2.816969445500908,2.0749513742004826,0.8817593341555088,2.7276527269936994,2.001681223019351,2.0423338430383744,0.7630610205753915,2.79746150250009,0.8676667496814514,2.784508561810749,2.7409969206795406,2.5968591775913974,2.8127561017977594,1
2.0261992090305045,0.8955777501495188,2.934757142625989,1.8779294787093215,2.217144483168938,1.2801280216491715,2.819990090165296,1.0445993010503194,2.758737960583068,2.8423737192183394,2.4244350700721333,2.9220359808757976,1.8707461023596814,0.5691606540934695,3.0456524070076667,1.8382517607475997,2.9920513952610936,0.9975343168592635,2.7412814906071366,1.0771574331054423,2.7042305488788667,2.9774411098592037,1.383083138357348,2.819499315638867,1.9975470765614773,0.6637359202383935,3.0473367790911166,1.845281789405831,2.78814891157994,1.150402841576574,2.8249028709903756,1.0342961671722701,2.7840903736805873,2.9082124054799583,1.6918898436828405,2.891486915696019,0
1.9975470765614773,0.6637359202383935,3.0473367790911166,1.845281789405831,2.78814891157994,1.150402841576574,2.8249028709903756,1.0342961671722701,2.7840903736805873,2.9082124054799583,1.6918898436828405,2.891486915696019,1.8989672789925793,0.5768196687048228,3.039432599278338,1.8334466909426486,2.9639715537145466,0.9918314685575094,2.733180034505435,1.0693189408603239,2.6943751346967932,2.949515545748644,1.3708738796260886,2.8302460336573594,2.0647933001605168,0.9883812341800484,2.916263890750758,1.8877132763598805,2.1556957264272376,1.3017454060240314,2.751046088299013,1.0476475912831429,2.8142982775574885,2.8562474647415144,2.3975272071410125,2.863110586478496,0
1.7371140894941244,0.5444927359309195,2.403288552587309,1.836906837527929,2.8971372715601147,0.919294646574095,2.1198357119969486,1.3847250885415847,2.6801344138715493,2.879311046047563,1.5716520537659873,2.73999231226249,1.9783704631495298,0.6216593806063473,2.7387228620814863,2.01726308392752,2.9461768739923584,0.8463623240322122,2.3849647127300875,1.1544603091414434,2.51458620599513,3.0543678212621383,1.5593238197044763,2.7516386071685464,1.8864652045268724,0.6454638477943961,2.7570124875243502,1.7828674007756173,2.798670137734138,1.164700477784033,2.3937814037333327,0.9738314460563962,2.783857588447774,2.8777749616466286,1.896997057377495,2.719207938657398,0
1.8864652045268724,0.6454638477943961,2.7570124875243502,1.7828674007756173,2.798670137734138,1.164700477784033,2.3937814037333327,0.9738314460563962,2.783857588447774,2.8777749616466286,1.896997057377495,2.719207938657398,1.95909409604122,0.6506003259050906,2.6825125893775508,2.0161238347585058,2.968516577255279,0.8158551964331799,2.3542604104497453,1.1658576552354956,2.4971893848174993,3.067992162440208,1.5103589214182191,2.747726784195377,1.9052419182103573,0.6794461520371833,2.799989472388627,1.7825196573152062,2.783589094704928,1.2129047026613584,2.461334622443302,1.001829433581192,2.7580817326100666,2.8808728758021878,2.1092366274576704,2.721425502077265,0
1.9052419182103573,0.6794461520371833,2.799989472388627,1.7825196573152062,2.783589094704928,1.2129047026613584,2.461334622443302,1.001829433581192,2.7580817326100666,2.8808728758021878,2.1092366274576704,2.721425502077265,1.9924010833590164,0.6800781761329897,2.8098328672351296,1.943631638064401,2.8968473458501727,0.9245629725762173,2.4486085331950727,1.0279467255406067,2.619928048833807,3.0724611655566267,1.646631900420192,2.754021498534114,1.821816520278512,0.5433348232186415,2.8124561718679044,1.8082558600741157,2.794074147781071,1.1914863833026899,2.4733623698415075,0.9861265930331327,2.8109851549823817,2.8857893206759924,1.9965338304565048,2.739672227653082,0
1.821816520278512,0.5433348232186415,2.8124561718679044,1.8082558600741157,2.794074147781071,1.1914863833026899,2.4733623698415075,0.9861265930331327,2.8109851549823817,2.8857893206759924,1.9965338304565048,2.739672227653082,2.0250370831629874,0.6881646304447312,2.8458106335865088,1.9466395820850613,2.9106466876223016,0.9058944010979438,2.4570655842461298,1.0320796145421494,2.57373062308511,3.0992892491915676,1.646897171546394,2.7409563419080305,1.9289010817530876,0.7524582319740789,2.799302438860964,1.8301207256658028,2.575780482411723,1.2620667175106053,2.532495377575079,0.984712539848045,2.828012556558355,2.8642671224657565,2.2755975978871206,2.7340051800497025,0
