headLR1,headFB1,backLR1,backFB1,lHipLR1,lHipFB1,rHipLR1,rHipFB1,lKnee1,rKnee1,headLR2,headFB2,backLR2,backFB2,lHipLR2,lHipFB2,rHipLR2,rHipFB2,lKnee2,rKnee2,headLR3,headFB3,backLR3,backFB3,lHipLR3,lHipFB3,rHipLR3,rHipFB3,lKnee3,rKnee3
2.627372058268789,2.351954304962366,2.104827911465559,2.9943557420176936,3.0808375416856784,1.849677007860948,3.095907233558949,1.6140572334775456,2.85238528061953,2.763438324670492,2.771016289810268,2.509542189617096,1.629737421828053,3.0841018202137365,1.5018436636408805,2.404428021765349,1.6200650130518548,2.946886793311076,1.6628528114623726,1.581266683991129,2.6639908319027628,2.32771675372394,2.162481218263472,2.954171871273104,3.0966810623440724,1.8787151967255,3.0917442685966527,1.5845486899039916,2.857392057892115,2.78209534082983
2.6605923034640044,2.275377751209166,0.6455626299596581,2.976829754726833,2.912850573587271,1.6749932226399218,3.01159448437898,1.524542188122315,2.8545197608607955,2.796737175385547,2.7201484473168867,2.616061654226752,1.6105030397868132,2.9549273433666343,1.219564445763312,1.7524781821426778,1.3243032567955757,1.2536908080430802,1.3994372243302755,1.231882730261598,2.732042189619363,2.2226234828567,1.3351354584848405,2.9545489581514253,2.8386623828189355,1.6877457764526134,2.873202250930353,1.506149344152519,2.885968578604192,2.727549723958841
2.779432293327845,2.564988685662674,1.7100575314721336,2.943761358944464,2.2224304203431955,2.079188617128844,2.1745006249192205,1.6943462866353571,2.369745752184356,1.980714838678032,3.006689906187866,2.3400991837224,1.635432287470048,3.0079902858734897,0.8710548791712883,1.884938814807581,0.7122442926220977,2.0422979792028864,1.2669121796204783,1.080527019189031,2.5803189505254074,2.479362353775364,1.8996484625638412,2.99225298823213,3.088641499921706,1.7945975857294656,3.0974808410874046,1.576309346716494,2.859708761232822,2.737858236427149
2.757759396416168,2.2559409666499937,0.5336007889804524,2.996716826565761,2.916102796670567,1.6616983507291228,3.0276458086829523,1.5331920004982442,2.843842411780007,2.797666950071892,2.75684852192856,2.4245145277893023,1.4585842141718048,2.9148025997990588,1.309368502190094,1.688228747949348,1.4102049358064244,0.8586537360005205,1.3563438723275647,1.1965199318643749,2.7795896130609665,2.229874476951574,0.2451857322578603,2.997975670902207,2.942253330751983,1.6641003159917371,3.0350067341112394,1.5279158926873313,2.872363112788971,2.7916275405267448
2.755602016799566,2.236660331991812,0.5992853416622019,2.949041219002817,2.9970658855863714,1.6417944334995376,3.084430874873904,1.4930297799839185,2.8587147581897785,2.814987989077068,2.8937418057378923,2.4619099441734025,1.4521480111168894,2.551701732921229,1.2094086907486592,2.337861977730236,1.2534224747157592,0.6859563579852168,1.4154526127919125,1.149735649142314,2.762454549196318,2.2464500724984764,0.3901590518868478,2.961086067559248,2.934462303473104,1.6291930330784987,2.969490190084471,1.5170231251810165,2.8422600558379862,2.7565187424093702
2.2416413104318087,2.7546474654768414,2.177245683123631,3.0142374149792595,3.140384541004929,1.930022466952194,3.087630261703089,1.4951396881793186,2.8781803532208805,2.7560924602358297,2.860636029124908,2.3685256828141137,1.5865934272799818,3.122864946966369,0.876825005381731,1.8731872776487608,0.9731440687290532,2.3150008916291083,0.970721162182162,0.8489768360152922,2.368856716468245,2.632323270073701,2.290737689634587,3.0041187366351427,3.1102182479547107,1.93300074741518,3.125317425856992,1.4947124754267065,2.914442834586493,2.770996833069845
2.8516835003142784,2.1841949424270037,0.2754277878937682,2.960436220214972,2.979408334090426,1.6846021915004086,3.129277711999708,1.6569320897806643,2.877955993024056,2.835339744010714,2.8220404720361016,2.1659813683762708,1.411963784902711,2.897629307441283,1.3511170156908792,2.1226297559360097,1.89048390117548,1.7977644163037507,1.4084000234331424,1.619759887805425,2.8124615680297174,2.165315831816314,0.1220152572836407,2.933025287284481,2.9368284002341456,1.6723726178494964,3.10505127593618,1.6143975885165736,2.879707479242547,2.8492426719373944
2.844574360063056,2.182190968126729,0.1371912540191876,2.9688975422967983,2.921633772895134,1.7023669170807307,3.101954487354215,1.5892851709650826,2.880065500281373,2.847508285507364,2.891428802758821,2.199858915800043,1.299671603945828,2.702468976937465,1.0985551082524196,2.2913590501481043,1.5455138683836656,2.529672312001157,1.3803574849359053,1.3797346851641308,2.8562275814110745,2.189348844617436,0.0398801272654114,2.93515610613604,2.944519579482224,1.6816623204227528,3.080397765341481,1.6131320313737014,2.8765039476809413,2.819482729886243
2.475768034710665,2.491311827801712,2.4517956359633413,3.0586336589487546,2.740968047656521,1.648815182826151,2.980718273935396,1.5715447034070855,2.541112327974264,2.653904606900172,2.389005240688702,2.444297471760612,1.3178259173917053,2.910577154672797,1.3459250604214636,2.4362966582266115,1.7272246442429986,2.5320066228276628,1.2513010770236883,1.3399171826137128,2.55458010947584,2.4292681892992998,3.04698794418216,3.055136121349657,2.8401251331306208,1.688291072101134,3.026469685115321,1.544224315290176,2.66576227806219,2.717253466401384
2.536685008362668,2.609927414756227,2.4081275535895457,2.984047570221389,3.0994166776984624,1.9519324099227533,3.135014997458252,1.3991676343846793,2.8819992311152545,2.753962155021374,3.0868815143311736,2.418018100655635,1.6633059227374327,2.9168296163767957,1.8188528256392476,2.636969501069743,1.57840921795889,3.010155725994516,2.075427631211606,1.561618415179437,2.554516058788185,2.529052178056613,2.2421068983470613,2.9554837820918576,3.122392908365848,1.973769789320038,3.062367114118568,1.3493745315437695,2.861056650343353,2.792094344685304
2.370859818257149,2.649942518712499,2.249698766839291,2.9726932820765164,3.101110340476191,1.9346188060555205,3.119148341219188,1.40703157157931,2.83447311344318,2.6859545167122283,2.587145852652816,2.571320172824016,1.620831871999752,3.0548788018276896,1.9806188514275385,2.28415367901651,1.6735391879275143,2.543544954428458,2.443498086216432,2.0257509725395253,2.4581900614025214,2.603460946556886,2.2488179808693785,2.959724201243472,3.08168019170987,1.9757768041272523,3.126595041843044,1.4113593030643128,2.824273479821739,2.681552384432813
2.310610162017819,2.709986308878089,2.146180763589957,2.9615095817757107,3.100348693271731,1.926876406856945,3.124558033323284,1.3992564521008517,2.8407769711251944,2.7706865329132806,2.8710653227982093,2.306499254884552,1.5715164290028307,2.8092352953903217,1.727486632780922,2.8508084939084464,1.4735290795840033,2.5454022539837453,2.126624761817722,1.6028746176443438,2.4180682630747388,2.6750887845285583,2.4016887652676484,2.980549844160693,3.062822810922968,1.9274117091782368,3.100206011730287,1.4078995915672003,2.860507231545391,2.759777095337732
2.691491585561451,2.3052215491172467,0.6445714780247268,2.9146429382807453,2.893127100186396,1.6475006902753,2.918333647406505,1.4967792525928152,2.8397413413782044,2.699042230694537,2.5302106861219205,2.576590017684049,1.4323496672995248,2.715184975081656,1.4083015805429548,2.4753661233264816,1.4968345174188813,0.2445566512889499,1.4369277170111274,1.2614979249570308,2.737203033435982,2.2752945449198707,0.5991078590817542,2.9168642021382998,2.930283107500323,1.6415482274619664,2.915830231764636,1.489911904959622,2.8492947042847274,2.7065703245600616
2.435857383786617,2.634960297167816,2.3451472605244605,2.9519018203156104,3.078582893779001,1.9612806794568836,3.1183455777301017,1.3851291210832073,2.860114728781428,2.7049431320511967,2.517678272198256,2.5313213147109077,1.5148963766818275,2.8577014693974694,2.00762090348087,2.2895178847951145,1.5873554119275666,3.0928569266165904,2.556832247864882,2.0324457880596523,2.379029049316276,2.6819470894698614,2.482637380739481,2.9552182648047163,3.0504630420657444,1.9532667828681367,3.088846739862237,1.361931261474869,2.8432614969227257,2.71997442823878
2.5803189505254074,2.479362353775364,1.8996484625638412,2.99225298823213,3.088641499921706,1.7945975857294656,3.0974808410874046,1.576309346716494,2.859708761232822,2.737858236427149,3.021064658885785,2.3766207241959023,1.652829158986881,3.064918312119748,1.094267179415695,2.009269622128166,0.8308225756800381,1.9744165356877263,1.4503882365765617,1.107450319865835,2.5240868535261924,2.4913337483939566,1.8360008741684133,3.0083961568272986,3.092234175644735,1.7752408106802402,3.108812575492232,1.6203893752083989,2.8291694220824706,2.72919642060078
2.732042189619363,2.2226234828567,1.3351354584848405,2.9545489581514253,2.8386623828189355,1.6877457764526134,2.873202250930353,1.506149344152519,2.885968578604192,2.727549723958841,2.8085430181744737,2.419112031940696,1.5007906996062366,2.8176972669032425,1.2778941024751247,2.025343482089104,1.3298987133446196,0.894128389481601,1.4237857199062711,1.228971477363605,2.651038729961905,2.2662407550996755,1.291173971695855,2.984166114582469,2.8968023617366776,1.6771839729154174,2.986357738522239,1.5291533503094783,2.8804273532314664,2.8211950678049207
2.93695924759888,2.157441048729312,1.0441991331490512,2.924579864738301,2.902905137148021,1.662780509854608,2.879673823117894,1.475904101632944,2.869251861211334,2.724301583186654,3.067409619587305,2.3398613520553795,1.3461233599585274,2.451995138320489,1.151028252367532,2.186072754837453,1.1851346272401924,0.8421524132092928,1.3127435030314012,1.1754519373965318,2.884263616511153,2.2107178368894096,1.104159525527584,2.947333789907294,2.906155089787967,1.6496115957010786,2.8851211944311057,1.501252097128301,2.8716900969536416,2.724365176445074
2.5021113363073475,2.7247926201358483,2.4818388268139184,3.131687832288645,3.067706284286632,1.7218994920657498,3.025746087575111,1.641721137583067,2.836698028921892,2.7182204045597453,2.650539943150142,2.608982410502432,1.6017154670105966,3.090017408159534,0.8903011674604964,1.7409637081733338,1.0969550275873885,2.3181173418856567,0.9536791394586164,0.9200904940786986,2.4674030643974354,2.717662380627783,2.3476323362492035,3.1343073968056605,3.081967734267812,1.6884798633193927,3.042346919536482,1.6702055348643756,2.8529339582365534,2.717681857564672
2.4674030643974354,2.717662380627783,2.3476323362492035,3.1343073968056605,3.081967734267812,1.6884798633193927,3.042346919536482,1.6702055348643756,2.8529339582365534,2.717681857564672,2.626667739760846,2.6163769282281413,1.517157113077188,3.0825061595723966,1.1885770597063152,2.018185491589704,1.383328904902975,2.684926188052671,1.2036681390414898,1.1870421479506297,2.4680096808323326,2.717461747593228,2.493730550235316,3.137175873952654,2.910991717157038,1.7235569206866486,2.86254563294778,1.7184840835081796,2.81791511162056,2.6372748575789133
2.4180682630747388,2.6750887845285583,2.4016887652676484,2.980549844160693,3.062822810922968,1.9274117091782368,3.100206011730287,1.4078995915672003,2.860507231545391,2.759777095337732,3.081723463052393,2.359508310570956,1.5746367029418484,2.7969472691448174,1.6829000264459246,2.95638029837733,1.4600195847705155,2.426371979076892,2.045751329864379,1.5118772278875336,2.5830786997363804,2.59161492192693,2.459887597097576,2.964371756362669,3.067476127847508,1.961800327327055,3.1169726286569595,1.3520799472611802,2.8611822522073083,2.728496613192298
2.405918717271863,2.557083514032748,2.299083193049215,3.075369020995343,2.915703013198762,1.6163919333469765,3.070955739037758,1.5979330395368725,2.6160437964474443,2.748024998537724,2.5303045880368376,2.4062235087396537,1.2536528264210904,2.8808691032027878,1.5269218310879171,3.1381468219550914,1.9085926669033169,2.0620238940167863,1.5377651307111475,1.5457669566783263,2.348568511057082,2.604609344394932,2.1533929977916197,3.0958854694907143,2.9422979925939607,1.6112782949079945,3.0743548218165926,1.6152044487999748,2.619353275444331,2.744762164982473
2.379029049316276,2.6819470894698614,2.482637380739481,2.9552182648047163,3.0504630420657444,1.9532667828681367,3.088846739862237,1.361931261474869,2.8432614969227257,2.71997442823878,2.3721175878812804,2.71049128437805,1.6311329514151642,2.9556987689935954,2.3880374981630346,2.113104604025557,1.9387912195955237,2.0133312976527624,2.7102098012999933,2.2084677171574487,2.370859818257149,2.649942518712499,2.249698766839291,2.9726932820765164,3.101110340476191,1.9346188060555205,3.119148341219188,1.40703157157931,2.83447311344318,2.6859545167122283
2.737203033435982,2.2752945449198707,0.5991078590817542,2.9168642021382998,2.930283107500323,1.6415482274619664,2.915830231764636,1.489911904959622,2.8492947042847274,2.7065703245600616,2.796025761493301,2.5394956811752945,1.3661188744412187,2.449093322633966,1.244769828625027,2.376998280169916,1.2407668564816434,0.6993354453766691,1.411086497917411,1.130116430571264,2.7656060542182224,2.2505522583754423,0.5380539045616157,2.9413748074917647,2.9149146988788965,1.6317211737206718,2.934197426191922,1.4975226595667237,2.8238195574762672,2.7159488797176947
2.8689095958661017,2.1698064879532475,0.8891535454250675,2.913341650768409,2.8812779835988325,1.6663756903338387,2.8978022068311384,1.485047228099125,2.865494664647969,2.7340593303262235,3.0391517147367773,2.41678728757579,1.4126012639111325,2.5234514392324408,1.1463916434263697,2.241455091669189,1.1958021394505969,0.7960315534688605,1.3679752846047877,1.1168028675422006,2.840647534434847,2.246096461883848,1.3078434496466007,2.9002724847335157,2.7690560481962936,1.6838752760770217,2.8292550682502946,1.466611648865353,2.861661057942281,2.759620943981924
2.964096829609656,2.194668752147653,0.9530354791180284,2.922915631907636,2.9090263983484497,1.6770381046648797,2.879032541239273,1.486536089629116,2.839473599168809,2.695870572861877,3.077641941428973,2.37162930358168,1.4360398556891214,2.5964944036348228,1.1453481116790714,2.1883831027338267,1.3118382739732144,0.7126943308168142,1.289273195029306,1.1400306648499403,2.93695924759888,2.157441048729312,1.0441991331490512,2.924579864738301,2.902905137148021,1.662780509854608,2.879673823117894,1.475904101632944,2.869251861211334,2.724301583186654
2.2457422525890243,2.752643640171777,2.2382149086749483,3.036518835572849,3.125450658730466,1.9155027630018528,3.122074342870149,1.5540160332264543,2.9035354406036755,2.729613758367481,2.7167357993465866,2.346319565086752,1.559775285823552,3.107974911030061,0.944108668473949,1.642104554099966,1.1508793966250217,2.5077123104734413,1.0347420918256338,0.9799920099426924,2.2416413104318087,2.7546474654768414,2.177245683123631,3.0142374149792595,3.140384541004929,1.930022466952194,3.087630261703089,1.4951396881793186,2.8781803532208805,2.7560924602358297
2.302415811294563,2.722564014302704,2.0892623174745046,2.966100651821135,3.098291651111733,1.9506542283647537,3.010462675737216,1.375417106175048,2.8925496550703564,2.825268493567168,2.8578179755294144,2.364596508442097,1.6063317314866636,3.1196675301386136,0.9898350376624124,1.7300572320685998,1.0205426250330676,2.4084747399703312,1.0338846001844368,0.8904397597373549,2.299014367513597,2.7249679535159976,2.349911861601324,3.0052740849743804,3.12557390273894,1.9379063491358064,3.113310768577282,1.480121737009797,2.891189317295368,2.7610398473328286
2.7656060542182224,2.2505522583754423,0.5380539045616157,2.9413748074917647,2.9149146988788965,1.6317211737206718,2.934197426191922,1.4975226595667237,2.8238195574762672,2.7159488797176947,2.835065701736489,2.5192198425773986,1.476580397779446,2.572632701500354,1.199226536540522,2.270664639280405,1.2746692429595403,0.6907075239669439,1.3877265832682402,1.1499120666607885,2.755602016799566,2.236660331991812,0.5992853416622019,2.949041219002817,2.9970658855863714,1.6417944334995376,3.084430874873904,1.4930297799839185,2.8587147581897785,2.814987989077068
2.420778278371897,2.673441041139391,2.278674630601309,2.974340362576734,3.1014931560019297,1.919884724046406,3.1378732789532218,1.3989721054852051,2.8670790665498616,2.760289053983288,2.9878564117771687,2.387128408464732,1.618312127382964,2.8488032818398463,1.758711031133122,2.8194963149627856,1.4457954625444405,2.428551122522776,2.0806346350859863,1.5031578743118823,2.310610162017819,2.709986308878089,2.146180763589957,2.9615095817757107,3.100348693271731,1.926876406856945,3.124558033323284,1.3992564521008517,2.8407769711251944,2.7706865329132806
2.501603301999933,2.6550555707575763,2.200038250135964,3.0279453837888237,3.103111470463607,1.8949006674642843,3.1378424510831167,1.512802687856319,2.8304233054570807,2.722645621840431,2.978335440512557,2.417266204249696,1.6283878470157125,2.9180024201362635,1.9434118752619,2.469642892805461,1.5986687023109647,2.922768926194003,2.303615069935332,1.6487092846099345,2.536685008362668,2.609927414756227,2.4081275535895457,2.984047570221389,3.0994166776984624,1.9519324099227533,3.135014997458252,1.3991676343846793,2.8819992311152545,2.753962155021374
2.731058910107071,2.2942403661462545,0.4059944770463142,2.964029138648073,2.972839436311417,1.6253486470817282,3.036298112207373,1.5179767498072003,2.845178137626384,2.741588309254721,2.829294585064292,2.490512471340451,1.3777342672706072,2.565000784272722,1.2556949038458496,2.3397889337167808,1.3538126592482709,0.429979430520338,1.3830878901560495,1.182692711444364,2.738187776836233,2.262443500151527,0.5405521032300244,2.949560284744408,2.9289581901923456,1.645732282971636,2.9720707892667075,1.5122441797812762,2.86175312205158,2.759596183141152
2.818960204699289,2.23736496859095,1.3975808963552734,2.949410870924841,2.8844681478936964,1.6903880016016632,2.872734458326147,1.5076293383356802,2.882296498676822,2.695066042099257,2.7281306625469943,2.6955531999934434,1.6877652194813773,2.9715047481418906,1.1464063259900412,1.793159069893013,1.3215177692276847,0.9165409196369336,1.3561822812108688,1.214617693889979,2.817519669356461,2.194101776804269,1.4150980551646153,2.947199262110271,2.8467895500599014,1.6999627198297005,2.849604269133631,1.4899574033693712,2.910428787260793,2.726268972822518
2.651038729961905,2.2662407550996755,1.291173971695855,2.984166114582469,2.8968023617366776,1.6771839729154174,2.986357738522239,1.5291533503094783,2.8804273532314664,2.8211950678049207,2.7742609781050773,2.634318812693817,1.6768403143599,2.9955396215321315,1.1768857672074136,1.7876791203509397,1.291521490966259,1.2021611449203653,1.387621509158366,1.2139748891471245,2.739605777748172,2.196130614203605,0.9819882938025448,2.9386177440853376,2.8922194260369904,1.6756986592770295,2.9341716719592155,1.5109029351237155,2.8729662258830766,2.7547426133213957
2.5306069381716765,2.47528116493222,1.9817642331377463,3.0314983168110268,3.0631846050900915,1.7605344641321257,3.100543079586919,1.6246360114093537,2.835728455433326,2.70935520057218,3.133673012194623,2.2771782595993404,1.6070639724109532,3.1191672459768163,0.8924217688491953,1.980007929462857,0.7656827826085965,2.041427006185925,1.2345723376583415,1.0230586641033432,2.5024945248315293,2.5349153116682674,1.9089613140027293,3.0120662251276147,3.070690649314717,1.7595332826775256,3.0970425711855007,1.6008808911435355,2.8159520160810407,2.711587095766012
2.9279427942830223,2.179061337666199,0.9867489850865352,2.916732779646427,2.895052682774186,1.656580210678774,2.907168272976492,1.4826391804183774,2.8602263108292565,2.739099497370382,2.968007947095176,2.4393361543159062,1.449728861465013,2.565857769781696,1.1598828439266928,2.1757182177635546,1.301080993641362,0.638399771708488,1.315973816814703,1.164968448891713,3.0320404325351875,2.1495450685385467,1.2449097082813425,2.8828873767602854,2.742111543420364,1.662323440778801,2.8087041723690858,1.4949110271601431,2.811151434294204,2.717269679336976
2.817519669356461,2.194101776804269,1.4150980551646153,2.947199262110271,2.8467895500599014,1.6999627198297005,2.849604269133631,1.4899574033693712,2.910428787260793,2.726268972822518,2.686119581206313,2.716489908631867,1.6036556318813904,2.944552978134851,1.108998980519887,1.806638826325977,1.3556244325219602,1.0469399612640564,1.309005343996855,1.20185973363746,2.8025215013087075,2.22383131169068,1.2223191297693037,2.924503423763614,2.85945315900614,1.679921884048294,2.862666156711482,1.5101927233639232,2.8851984100301795,2.737010298990926
2.785737268411416,2.268152282042542,0.3402986328776406,3.007779179814019,2.940428145606641,1.6524207857597426,2.980568343694878,1.5172757214210344,2.872354426943309,2.724293838172077,2.8040918656629583,2.278796001489702,1.343826794121785,2.786343610199215,1.4615026978384462,2.2998017638059176,1.490763371481655,0.3615234277199282,1.4753459651155814,1.2587569492848707,2.757759396416168,2.2559409666499937,0.5336007889804524,2.996716826565761,2.916102796670567,1.6616983507291228,3.0276458086829523,1.5331920004982442,2.843842411780007,2.797666950071892
2.5256224239972127,2.667305837403344,2.4342845060542637,3.1123194546543163,3.056954300260758,1.7457280004273592,3.0759644182671213,1.599686894913521,2.864116046018835,2.7161444525590213,2.5582774691413945,2.6490980811134253,1.543094162985354,3.1325686502238046,0.9534085113975956,1.8339831961093225,1.1970700554102502,2.4232586816990027,0.9801365515180388,0.9875756263911664,2.5021113363073475,2.7247926201358483,2.4818388268139184,3.131687832288645,3.067706284286632,1.7218994920657498,3.025746087575111,1.641721137583067,2.836698028921892,2.7182204045597453
2.73784878274586,2.2434340367522614,0.673174877825382,2.9351885849458097,2.907854296979827,1.63125805681572,2.929105339401466,1.5070155999786587,2.842032098733855,2.7211615241019897,3.06686315169292,2.3877312802773787,1.380886962953848,2.45749577505486,1.101925008194082,2.186856628687129,1.1992769907848704,0.9012619374406176,1.377417852456896,1.090277262633188,2.9279427942830223,2.179061337666199,0.9867489850865352,2.916732779646427,2.895052682774186,1.656580210678774,2.907168272976492,1.4826391804183774,2.8602263108292565,2.739099497370382
2.8450655770766886,2.184584501862371,1.3840237644714997,2.9471526744506327,2.856922565164968,1.6897643220737757,2.8601820798630584,1.4936498474851023,2.8961889204704434,2.722353188936057,2.583895392353168,2.605789864977201,1.5943240038246995,2.9510353743929465,1.2429193079428145,1.7356555118766772,1.3984170708072778,1.2265546454490368,1.373702611997922,1.27425308958828,2.6170293556971984,2.2955188791379557,1.4940596241969462,2.965872492624247,2.830498154093462,1.670855668499446,2.855291641299897,1.5090513117174018,2.8984029334786743,2.723485843605459
2.348568511057082,2.604609344394932,2.1533929977916197,3.0958854694907143,2.9422979925939607,1.6112782949079945,3.0743548218165926,1.6152044487999748,2.619353275444331,2.744762164982473,2.3886842138724527,2.467797037155604,1.35087694456783,2.8820947456610737,1.1989879129412282,2.243902358841152,1.586095586157514,3.034353367592904,1.220127306960891,1.2605231025669792,2.4009790191899008,2.613088351238149,2.222372093899886,3.089913340570091,2.8792694788029416,1.6048010193506272,3.057448309916996,1.6148913968150105,2.5377034457731726,2.717693285108519
2.6173531345241607,2.5247853175891084,2.52035332912515,3.064079042540082,3.11741630751533,1.9050829617580511,2.9787141326566022,1.686592045778671,2.8757150019856783,2.679131567096459,2.642967906073585,2.5970119147892103,1.5862275583836682,3.034127511963763,0.9144849644627384,1.3614687304244917,1.1336167513708837,2.438784436981446,0.82164978578291,0.844882198465079,2.6184715216681,2.497607342385757,2.421046631301326,3.057199933981046,3.123063052080534,1.9211157525832545,3.011603989095024,1.6413388765906398,2.8631665102432096,2.717731736606221
2.8562275814110745,2.189348844617436,0.0398801272654114,2.93515610613604,2.944519579482224,1.6816623204227528,3.080397765341481,1.6131320313737014,2.8765039476809413,2.819482729886243,2.869244346821957,2.1474477798525067,1.326791479260894,2.7447526366835304,1.102025032203657,1.992790890925112,1.3649213119960366,1.6834105594153106,1.2866017622463348,1.1678112411860724,2.929245953503793,2.2065144457539323,1.1887877667233506,2.9499517785741376,2.80028893484772,1.7148289945021018,2.851692638051952,1.5886583666218392,2.858973216793667,2.77531642497076
2.738187776836233,2.262443500151527,0.5405521032300244,2.949560284744408,2.9289581901923456,1.645732282971636,2.9720707892667075,1.5122441797812762,2.86175312205158,2.759596183141152,2.7655475157586102,2.465727034964634,1.4584209311156042,2.714120568542686,1.3151667133756066,2.3179877313168302,1.4278373882500524,0.4442362733180963,1.3929970223548636,1.1644893184293477,2.727898100131032,2.266967491680674,0.9329996269430504,2.9259721819721074,2.879879100139201,1.662087035572442,2.893035027649072,1.4823600504380845,2.8752072928641352,2.719584775796186
2.6170293556971984,2.2955188791379557,1.4940596241969462,2.965872492624247,2.830498154093462,1.670855668499446,2.855291641299897,1.5090513117174018,2.8984029334786743,2.723485843605459,2.507736890043332,2.656044166353514,1.5766764285235628,2.9188218677915643,1.2824588992765331,1.8082362548104625,1.4357262279824876,0.822557420652112,1.376863817874256,1.1981468023747297,2.7466549225663277,2.2293812274737697,1.2921794308097565,2.955786725844331,2.8732160066659187,1.6830292636675916,2.8919430408842683,1.5110747916442084,2.88168923533168,2.7259433563818307
2.541617450015499,2.540142709554705,2.205180356891849,2.9480623941569903,3.1320738159343677,1.9836257770287424,3.0311206360746903,1.32782611801166,2.8835536439546563,2.813809810766724,3.0631406340403977,2.397173190652466,1.64485619308431,2.8830255876512463,1.887124277883941,2.5990490043535344,1.5215076922949773,2.5174457804441026,2.089171485230142,1.490897346772565,2.5150860055154185,2.6180634440714137,2.22678332693166,2.995869090059441,3.1082477962308634,1.9178574124374077,3.0744697316230343,1.4264008838758797,2.860515776288014,2.8051178846978235
